Sentiment,Text,Clean_Text,Predicted_Sentiment
Negative,لا تتهاون بحجاب زوجتك  فهناك رجال في الطرقات في قلوبهم مرض يتمتعون بالنظر لنساء,لا تتهاون بحجاب زوجتك  فهناك رجال في الطرقات في قلوبهم مرض يتمتعون بالنظر لنساء,Negative
Negative,"لا تحاول لفت انتباه احد , ان لم تكن ملفت بالفطره ستبدو احمقا بالتظاهر",لا تحاول لفت انتباه احد  ان لم تكن ملفت بالفطره ستبدو احمقا بالتظاهر,Negative
Positive,لا تحزن الدنيا ما فيها اشي تحزن عليه,لا تحزن الدنيا ما فيها اشي تحزن عليه,Positive
Positive,لا تحزن ان الله معك,لا تحزن ان الله معك,Positive
Positive,لا تحزن على دنا فانيه بل احزن على اخره باقيه,لا تحزن على دنا فانيه بل احزن على اخره باقيه,Positive
Positive,لا تخسر قيمتك بكلمه، ولا تفقد احترامك بزله، ولا تجعل همك في الدنيا هو حب الناس لك،فالناس قلوبهم متقلبه قد تحبك اليوم و تكرهك غدا,لا تخسر قيمتك بكلمه، ولا تفقد احترامك بزله، ولا تجعل همك في الدنيا هو حب الناس لك،فالناس قلوبهم متقلبه قد تحبك اليوم و تكرهك غدا,Positive
Negative,لا تعليق,لا تعليق,Negative
Negative,لا تفهمي غلط حبيبتي,لا تفهمي غلط حبيبتي,Negative
Positive,لا تقنتوا من رحمه الله فهي وسعت كل شيء مهما عصينا فلنا رب كبير رحيم ورحمن,لا تقنتوا من رحمه الله فهي وسعت كل شيء مهما عصينا فلنا رب كبير رحيم ورحمن,Positive
Positive,لا تياسوا من روح الله، الله تعالى لا يعجزه شيء، فكم من مريض شفاه، وكم من فقير اغناه، وكم من مشرف على الهلاك نجاه، وكم من ضال هداه,لا تياسوا من روح الله، الله تعالى لا يعجزه شيء، فكم من مريض شفاه، وكم من فقير اغناه، وكم من مشرف على الهلاك نجاه، وكم من ضال هداه,Positive
Negative,لا حول ولا قوه الا بالله اذا اخذ ما اوهب اسقط ما اوجب,لا حول ولا قوه الا بالله اذا اخذ ما اوهب اسقط ما اوجب,Negative
Negative,لا حول ولا قوه الا بالله العظيم  لم اكن اعلم ان نسبه ذكاء العرب منخفضه جدا الى هذا الحد,لا حول ولا قوه الا بالله العظيم  لم اكن اعلم ان نسبه ذكاء العرب منخفضه جدا الى هذا الحد,Negative
Negative,لا حول ولا قوه الا بالله ليش الحرج هدا,لا حول ولا قوه الا بالله ليش الحرج هدا,Negative
Positive,لا ربنا يرحمنا برحمته,لا ربنا يرحمنا برحمته,Positive
Negative,لا شو انا مسخره كلكو خنازير,لا شو انا مسخره كلكو خنازير,Negative
Positive,لا طبعا التقرب الى الله هو خير علاج للحالات النفسيه,لا طبعا التقرب الى الله هو خير علاج للحالات النفسيه,Positive
Negative,لا عنجد زلمه شكلو بخوف,لا عنجد زلمه شكلو بخوف,Negative
Positive,لا كرامه في الحب والغرام,لا كرامه في الحب والغرام,Positive
Negative,لا للمفاعل داخل الاردن,لا للمفاعل داخل الاردن,Negative
Negative,لا محاله اول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهره,لا محاله اول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهره,Negative
Negative,لا مش فاهماك,لا مش فاهماك,Negative
Negative,لا مو حقودين ولا شي,لا مو حقودين ولا شي,Negative
Negative,لا مو حلو و بخزي,لا مو حلو و بخزي,Negative
Negative,لا نووي ولا صوبه بواري كالعاده نصبه جديده,لا نووي ولا صوبه بواري كالعاده نصبه جديده,Negative
Negative,لا هديله بالجزمه طبعا,لا هديله بالجزمه طبعا,Negative
Negative,لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصه حراميه,لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصه حراميه,Negative
Negative,لا والله ما بلسه يع,لا والله ما بلسه يع,Negative
Negative,لا والله ماهم اللي مسخره انا اللي مسخره اللي تفرجت عليهم,لا والله ماهم اللي مسخره انا اللي مسخره اللي تفرجت عليهم,Negative
Positive,لا وحده مع القران هو انيسي ام الغرام فلا احتاجه مطلقا,لا وحده مع القران هو انيسي ام الغرام فلا احتاجه مطلقا,Negative
Positive,لا ياس مع الحياه,لا ياس مع الحياه,Positive
Negative,لا ياعزيزتي انا عايشه بالمحكمه واشوف تسلط وظلم كبير من اشباه الرجال بس بالنهايه المظلومه تجد من ينتصر لها وبكل هدوء بدون افلام,لا ياعزيزتي انا عايشه بالمحكمه واشوف تسلط وظلم كبير من اشباه الرجال بس بالنهايه المظلومه تجد من ينتصر لها وبكل هدوء بدون افلام,Negative
Positive,لا يشكي قله المال لكنه يشكو امانه الرجال,لا يشكي قله المال لكنه يشكو امانه الرجال,Positive
Negative,لا يعني الغبي يدري انه كاتب اسمها بالورقه مايبيلها ذكاء ترى,لا يعني الغبي يدري انه كاتب اسمها بالورقه مايبيلها ذكاء ترى,Negative
Positive,لا يغير الله ما بقوم حتى يغيروا ما بانفسهم,لا يغير الله ما بقوم حتى يغيروا ما بانفسهم,Positive
Negative,لا يوجد كفائات بالاردن قادره على اداره هكذا مشروع,لا يوجد كفائات بالاردن قادره على اداره هكذا مشروع,Negative
Negative,لاتتحدث بقوتك امام ضعيف ، و لا بسعادتك امام حزين ، و لا بمالك امام فقير، زن كلامك و راع شعور الاخرين,لاتتحدث بقوتك امام ضعيف ، و لا بسعادتك امام حزين ، و لا بمالك امام فقير، زن كلامك و راع شعور الاخرين,Negative
Positive,لاتحزن فان الحسنه بعشره امثالها الى سبعمائه ضعف الى اضعاف كثيره و السيئه بمثلها الا ان يعفو ربك يتجاوز فكم لله من كرم ما سمع مثله و من جود لا يقاربه جود,لاتحزن فان الحسنه بعشره امثالها الى سبعمائه ضعف الى اضعاف كثيره و السيئه بمثلها الا ان يعفو ربك يتجاوز فكم لله من كرم ما سمع مثله و من جود لا يقاربه جود,Positive
Positive,لاتنساني من دعائك الصالح شيخنا,لاتنساني من دعائك الصالح شيخنا,Positive
Negative,لازم اخر ما توصل اليه العقل البشري من غباء اخوكم حمزه اللهواني من الاردن,لازم اخر ما توصل اليه العقل البشري من غباء اخوكم حمزه اللهواني من الاردن,Negative
Positive,لازم كل واحد فينا يفكر بشكل ايجابي يبعد عنه السلبيات,لازم كل واحد فينا يفكر بشكل ايجابي يبعد عنه السلبيات,Positive
Negative,لازم يحكم عليهم بالسجن,لازم يحكم عليهم بالسجن,Negative
Negative,لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني,لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني,Negative
Negative,لان ديانا كرزون البغله الاردنيه لا تستحق ذلك,لان ديانا كرزون البغله الاردنيه لا تستحق ذلك,Negative
